daily_income,daily_expense,goal_type,goal_amount,daily_saving_capacity,recommended_daily_saving,months_to_reach_goal,profile_type
1936,704,Education,441038,1232.0,413.14,12.58,student
1146,329,Emergency Fund,39429,817.0,391.44,1.72,rural
1247,596,Emergency Fund,87463,651.0,265.77,4.44,urban
372,141,Emergency Fund,68405,231.0,84.59,9.59,student
566,504,Marriage,726335,62.0,22.47,399.5,urban
481,330,House Downpayment,1270374,151.0,68.07,265.74,urban
948,201,Marriage,764375,747.0,355.15,33.52,student
819,484,Bike,59340,335.0,137.27,6.07,urban
837,518,Marriage,708880,319.0,116.14,72.87,urban
502,425,Marriage,285521,77.0,26.06,132.38,student
1208,499,House Downpayment,1266155,709.0,336.0,61.94,student
865,605,Marriage,682542,260.0,105.12,88.42,urban
1836,883,Marriage,693896,953.0,384.05,26.07,urban
1459,124,House Downpayment,1543407,1335.0,528.34,38.62,rural
330,274,Bike,94818,56.0,21.51,57.74,rural
593,284,Education,374574,309.0,132.94,43.39,student
2592,723,House Downpayment,1102218,1869.0,844.42,19.57,urban
2979,1276,Gold,251752,1703.0,747.31,4.72,rural
1289,633,Gold,293361,656.0,228.89,14.13,rural
2929,2230,Emergency Fund,93366,699.0,235.9,4.81,rural
970,764,Emergency Fund,92730,206.0,88.6,14.95,student
2310,790,Emergency Fund,97485,1520.0,705.79,2.29,urban
871,112,Gold,125657,759.0,304.37,5.26,student
1427,610,House Downpayment,1127225,817.0,346.26,44.42,urban
444,243,House Downpayment,787999,201.0,95.29,127.27,student
979,281,Education,149028,698.0,266.29,7.48,urban
1302,124,Education,281233,1178.0,388.3,8.49,rural
620,516,Emergency Fund,142506,104.0,36.74,45.21,urban
2261,322,Education,250109,1939.0,832.15,3.97,student
2250,900,Emergency Fund,88117,1350.0,601.28,2.38,student
490,167,Emergency Fund,71401,323.0,117.69,8.1,student
2663,2135,Gold,113040,528.0,205.27,6.87,student
915,501,House Downpayment,950234,414.0,166.85,76.32,student
436,380,Emergency Fund,137915,56.0,22.41,86.33,rural
2458,204,Education,280072,2254.0,973.88,4.38,rural
389,237,Marriage,689683,152.0,66.11,162.09,rural
818,269,Marriage,210054,549.0,182.22,11.66,rural
540,134,Marriage,636569,406.0,135.99,55.76,urban
474,388,Marriage,345571,86.0,34.26,124.43,rural
1183,1018,Emergency Fund,144041,165.0,65.68,29.75,rural
1258,837,House Downpayment,1571535,421.0,196.38,130.91,rural
581,257,Emergency Fund,117792,324.0,140.15,12.39,urban
1202,407,House Downpayment,1225629,795.0,272.45,52.29,rural
617,258,Marriage,534051,359.0,116.48,47.32,rural
831,441,Emergency Fund,23512,390.0,128.36,1.92,student
535,361,House Downpayment,1444473,174.0,55.83,259.31,student
1481,726,House Downpayment,549042,755.0,290.81,24.05,rural
358,184,Emergency Fund,99863,174.0,76.42,18.37,student
771,214,House Downpayment,1374592,557.0,225.08,77.5,student
451,146,Gold,240108,305.0,137.04,27.33,rural
331,173,Bike,86460,158.0,57.08,17.33,rural
316,169,Education,477859,147.0,59.87,113.27,student
301,234,Bike,127580,67.0,24.63,63.87,rural
342,270,Education,291923,72.0,26.3,128.87,student
1120,483,Education,171544,637.0,215.17,9.17,urban
1575,1084,House Downpayment,1577523,491.0,200.26,99.62,student
419,316,Marriage,308026,103.0,40.53,90.66,rural
1740,502,House Downpayment,1891524,1238.0,446.87,47.71,urban
2094,1664,Education,225106,430.0,161.16,16.64,urban
1002,144,Gold,106398,858.0,302.49,4.53,student
413,134,House Downpayment,1823546,279.0,111.31,205.64,rural
2865,721,Bike,104463,2144.0,705.06,1.49,urban
1675,573,Marriage,584807,1102.0,461.94,18.0,student
2070,694,Marriage,412013,1376.0,573.53,10.15,urban
2631,924,Education,327573,1707.0,651.36,6.71,rural
302,199,Bike,121377,103.0,48.49,40.83,rural
886,268,Gold,169901,618.0,233.95,9.61,rural
785,686,House Downpayment,1602513,99.0,33.05,487.16,urban
379,111,Emergency Fund,20755,268.0,89.42,2.34,urban
340,244,Bike,132270,96.0,42.87,46.56,urban
2686,2252,Emergency Fund,63912,434.0,207.71,4.48,rural
544,485,Education,133826,59.0,23.17,71.16,rural
2647,521,Emergency Fund,85708,2126.0,988.81,1.3,urban
1194,747,Marriage,264472,447.0,189.51,19.36,rural
1576,1232,House Downpayment,752481,344.0,120.1,68.85,student
1144,460,House Downpayment,1159277,684.0,277.1,53.55,student
1261,659,Bike,148597,602.0,285.31,8.23,rural
528,381,Marriage,774106,147.0,53.28,176.59,urban
589,316,House Downpayment,862316,273.0,129.06,106.7,student
582,409,Education,283847,173.0,55.77,50.56,urban
893,614,Bike,115445,279.0,91.89,14.16,student
385,208,Gold,50592,177.0,59.25,9.97,urban
522,405,House Downpayment,1150052,117.0,42.92,307.66,urban
679,454,Bike,96078,225.0,88.61,14.31,rural
603,218,Emergency Fund,52983,385.0,153.06,4.86,rural
1527,354,Emergency Fund,106832,1173.0,432.94,3.12,urban
2391,1389,Emergency Fund,103999,1002.0,327.59,3.28,student
598,333,Bike,73242,265.0,108.96,8.63,student
1072,786,Emergency Fund,24292,286.0,118.79,2.92,rural
922,291,Marriage,379867,631.0,246.42,20.04,student
2991,830,Gold,191751,2161.0,887.78,2.92,urban
1447,1195,Marriage,656080,252.0,92.07,91.56,rural
904,342,Marriage,616002,562.0,230.05,36.13,student
1845,1024,Gold,60638,821.0,355.58,2.62,rural
2535,235,Emergency Fund,92434,2300.0,1038.08,1.43,student
990,264,Emergency Fund,122097,726.0,330.13,6.13,rural
403,216,Gold,130857,187.0,85.4,21.91,rural
463,340,Education,205277,123.0,44.48,60.29,student
2104,191,Bike,78370,1913.0,633.22,1.29,rural
1483,305,Gold,129278,1178.0,517.99,3.76,student
1140,695,Gold,180039,445.0,170.29,12.28,urban
1373,683,Emergency Fund,45054,690.0,225.54,2.15,rural
2479,848,House Downpayment,1698462,1631.0,738.17,32.37,urban
1537,787,Marriage,336283,750.0,326.99,14.46,urban
563,235,Gold,170292,328.0,125.63,16.29,student
1314,168,Marriage,506961,1146.0,459.82,13.84,student
474,384,Bike,97550,90.0,29.15,36.48,urban
1336,339,Bike,85176,997.0,473.47,2.86,student
715,375,Gold,51046,340.0,115.94,4.58,rural
1143,395,Marriage,637171,748.0,272.92,27.87,rural
2091,552,Emergency Fund,79199,1539.0,515.74,1.76,urban
1031,313,Education,210498,718.0,258.39,8.94,urban
656,288,House Downpayment,1162186,368.0,149.77,109.96,rural
1533,637,House Downpayment,895865,896.0,363.63,31.44,student
1867,1448,House Downpayment,646560,419.0,175.04,50.17,student
1003,387,Emergency Fund,37377,616.0,281.96,2.15,rural
493,136,Emergency Fund,104854,357.0,142.68,9.17,rural
775,247,Gold,103217,528.0,173.63,6.62,student
844,664,Bike,80890,180.0,75.31,14.92,rural
2154,765,House Downpayment,518726,1389.0,568.08,12.88,student
573,327,Gold,168301,246.0,97.61,23.09,rural
415,256,Marriage,387770,159.0,70.81,76.94,student
1195,979,Marriage,687833,216.0,88.59,110.1,urban
341,119,Marriage,413138,222.0,102.33,57.41,urban
2407,2140,Marriage,624004,267.0,126.4,79.13,rural
550,209,Education,356238,341.0,134.59,32.63,urban
2996,926,House Downpayment,1434423,2070.0,874.81,22.37,rural
798,423,Education,357343,375.0,130.08,28.67,student
762,328,House Downpayment,1091871,434.0,155.79,84.73,student
560,458,Gold,287606,102.0,37.72,100.56,urban
409,204,Education,195557,205.0,76.28,32.79,student
1987,1620,Gold,230880,367.0,154.31,23.0,urban
1438,204,Emergency Fund,65493,1234.0,454.77,1.89,student
829,561,Education,197431,268.0,115.3,22.85,student
578,244,Emergency Fund,137134,334.0,133.03,13.44,rural
1148,763,Bike,50466,385.0,124.66,4.02,rural
1037,632,Education,328578,405.0,181.14,27.71,urban
352,235,Emergency Fund,135055,117.0,47.73,34.84,student
548,263,Gold,253727,285.0,108.85,30.75,rural
487,153,Gold,91460,334.0,121.09,9.99,student
1160,670,Bike,74948,490.0,221.41,5.21,urban
1385,860,Marriage,511889,525.0,190.8,32.97,student
523,255,Gold,178276,268.0,127.13,23.39,urban
2948,1943,House Downpayment,875329,1005.0,392.71,28.81,urban
346,229,House Downpayment,514449,117.0,41.61,135.73,student
475,376,Education,176525,99.0,32.97,64.88,student
832,593,Gold,220483,239.0,103.09,28.23,student
1687,529,Gold,275555,1158.0,511.45,7.36,rural
324,139,House Downpayment,516664,185.0,72.94,85.16,student
349,258,Bike,113569,91.0,30.56,39.7,urban
1451,1278,Emergency Fund,86117,173.0,60.16,16.55,student
1174,817,Gold,166801,357.0,152.7,14.5,rural
1437,332,Bike,54654,1105.0,390.75,1.8,student
1367,788,Emergency Fund,119690,579.0,259.58,7.24,urban
434,386,Gold,156343,48.0,17.09,100.32,urban
593,183,Bike,108792,410.0,165.47,9.35,student
487,151,Gold,57122,336.0,117.91,5.9,student
660,486,Emergency Fund,53205,174.0,65.08,10.64,urban
2627,1971,Marriage,247580,656.0,223.57,11.84,student
2749,312,Emergency Fund,46868,2437.0,935.8,0.67,rural
1334,722,Marriage,342102,612.0,226.96,17.4,urban
1185,1065,Emergency Fund,53387,120.0,50.87,15.47,student
354,233,Emergency Fund,43220,121.0,57.75,11.66,rural
2930,2347,Education,369795,583.0,222.05,23.13,student
2809,1922,Bike,70286,887.0,343.53,2.6,urban
938,221,House Downpayment,884291,717.0,261.71,43.69,urban
2300,1334,Bike,135970,966.0,347.15,4.42,rural
2328,365,Emergency Fund,29117,1963.0,786.03,0.5,student
404,274,Emergency Fund,30450,130.0,52.1,7.16,student
704,139,Education,131204,565.0,195.27,7.58,student
1322,1152,Gold,248778,170.0,55.91,44.74,rural
2350,1899,Education,212366,451.0,212.46,14.73,student
1166,412,Gold,280676,754.0,252.57,12.84,rural
2382,1057,Education,186937,1325.0,515.5,4.31,urban
2393,1509,Gold,51884,884.0,296.23,1.88,student
1113,593,Bike,143388,520.0,246.66,9.86,urban
2136,760,Education,101789,1376.0,598.33,2.66,student
1191,457,House Downpayment,1401292,734.0,252.17,64.31,urban
303,233,Bike,76051,70.0,25.56,37.14,urban
850,428,Gold,52055,422.0,182.57,4.19,rural
366,145,Emergency Fund,101897,221.0,95.02,16.19,student
940,604,Bike,93730,336.0,160.36,10.12,urban
1726,1169,House Downpayment,1980029,557.0,196.37,120.89,student
2776,794,Bike,123089,1982.0,837.79,1.99,student
347,134,Gold,138379,213.0,90.84,21.71,urban
399,203,House Downpayment,1040065,196.0,76.17,169.37,rural
1733,162,Marriage,786173,1571.0,732.3,17.95,urban
397,151,House Downpayment,1528226,246.0,114.35,216.61,rural
1791,836,House Downpayment,620624,955.0,326.17,19.77,student
586,432,Emergency Fund,81865,154.0,49.45,16.39,rural
316,239,Gold,93368,77.0,33.61,43.3,urban
2370,1312,Gold,212341,1058.0,437.3,6.08,student
338,118,Bike,108953,220.0,74.33,15.98,urban
1972,962,Gold,224806,1010.0,348.04,7.3,urban
1078,298,Emergency Fund,103973,780.0,288.48,4.15,urban
1480,378,Bike,147879,1102.0,383.96,4.91,urban
361,214,Bike,82642,147.0,51.56,17.89,urban
330,199,Education,195849,131.0,56.17,46.73,urban
481,321,House Downpayment,501008,160.0,76.04,104.11,rural
1555,306,House Downpayment,859156,1249.0,550.69,21.26,urban
2219,101,Emergency Fund,110286,2118.0,773.77,1.64,rural
1285,1000,Bike,84195,285.0,113.64,10.68,urban
1006,157,Education,463004,849.0,274.28,19.96,student
462,163,Emergency Fund,25296,299.0,108.39,2.56,rural
360,222,Education,216562,138.0,47.1,51.28,urban
2904,172,Gold,274442,2732.0,988.93,3.19,urban
776,615,Marriage,611079,161.0,71.94,122.42,student
1508,693,Education,454168,815.0,297.88,20.29,urban
361,167,Marriage,627194,194.0,83.22,104.52,urban
2329,361,Marriage,572139,1968.0,632.25,10.1,student
2372,1390,Emergency Fund,118767,982.0,405.22,4.36,rural
1001,818,House Downpayment,1448170,183.0,60.92,285.34,urban
1257,922,House Downpayment,663140,335.0,158.49,60.71,rural
777,395,Gold,230030,382.0,142.21,19.07,urban
2178,867,Bike,59933,1311.0,598.14,1.49,student
716,548,Gold,63353,168.0,58.58,12.06,rural
1641,1222,Education,455757,419.0,161.56,39.63,rural
549,111,House Downpayment,853173,438.0,189.59,59.18,student
418,219,Gold,216482,199.0,66.41,36.75,urban
2053,1721,House Downpayment,1096497,332.0,153.04,113.54,urban
1679,674,Marriage,595748,1005.0,346.04,19.0,student
2133,416,House Downpayment,1514566,1717.0,682.5,29.26,student
445,246,Marriage,285171,199.0,78.55,50.63,urban
404,335,Gold,263561,69.0,30.01,133.38,urban
513,282,Education,158916,231.0,87.78,24.97,student
2903,276,Bike,89999,2627.0,1013.41,1.23,urban
351,176,Gold,296547,175.0,61.4,60.22,student
1247,848,Marriage,527439,399.0,159.8,43.47,rural
1391,296,Education,257877,1095.0,463.76,7.56,rural
500,427,Gold,233902,73.0,30.66,104.54,urban
392,141,Bike,99897,251.0,117.49,14.59,urban
1235,475,Education,264988,760.0,354.86,10.9,urban
477,194,House Downpayment,1112898,283.0,118.64,129.4,urban
2591,249,Education,448002,2342.0,844.2,6.7,rural
364,122,House Downpayment,1838065,242.0,114.11,243.35,urban
591,169,Emergency Fund,21606,422.0,180.03,1.7,rural
429,188,Emergency Fund,90558,241.0,91.66,12.23,urban
550,435,Education,294798,115.0,43.64,91.15,urban
1279,765,House Downpayment,1657789,514.0,233.79,107.55,student
1288,344,Emergency Fund,42565,944.0,452.14,1.57,student
2221,323,Bike,84189,1898.0,629.71,1.51,student
1231,748,Marriage,535136,483.0,206.5,37.7,rural
832,147,Marriage,737430,685.0,267.14,38.76,urban
2769,903,Emergency Fund,127053,1866.0,860.1,2.1,urban
556,140,Marriage,570816,416.0,193.11,47.28,rural
505,319,Marriage,229231,186.0,81.89,43.5,urban
1649,901,Emergency Fund,100223,748.0,276.64,4.11,rural
440,376,Education,292633,64.0,21.22,152.8,student
397,215,Gold,111264,182.0,64.34,18.93,student
1402,396,Education,496207,1006.0,373.05,16.94,student
1346,377,Emergency Fund,49782,969.0,353.66,1.88,urban
2998,2484,House Downpayment,1803351,514.0,197.07,127.28,urban
525,164,Gold,64827,361.0,164.82,5.7,rural
1327,286,Emergency Fund,82925,1041.0,377.73,2.75,student
1791,891,Marriage,719542,900.0,369.28,25.42,student
540,168,Emergency Fund,100243,372.0,125.63,8.45,rural
2077,1158,Emergency Fund,139802,919.0,296.7,4.79,rural
1259,158,Emergency Fund,121804,1101.0,494.75,4.01,rural
826,536,Bike,115900,290.0,132.14,12.53,student
483,339,House Downpayment,1221817,144.0,55.33,280.3,student
2876,835,Bike,101559,2041.0,655.34,1.58,rural
2780,1213,House Downpayment,701026,1567.0,706.65,16.08,student
1725,502,House Downpayment,1377974,1223.0,466.42,36.09,student
2128,407,Marriage,563432,1721.0,790.1,11.51,student
2411,1749,Education,391668,662.0,293.15,20.85,urban
715,387,Education,262047,328.0,109.61,28.84,rural
835,724,Bike,50566,111.0,51.61,14.36,student
595,456,Gold,246628,139.0,63.57,60.53,urban
1212,1031,Emergency Fund,67109,181.0,62.31,11.67,rural
2348,416,House Downpayment,909296,1932.0,747.21,15.89,student
2457,466,Marriage,263281,1991.0,707.5,4.82,urban
1621,1216,Bike,128822,405.0,133.04,11.52,student
1968,694,Emergency Fund,99438,1274.0,413.85,2.5,student
498,314,Bike,59743,184.0,65.14,9.87,student
376,319,Emergency Fund,34207,57.0,21.03,20.06,student
397,256,Education,119889,141.0,58.73,30.09,urban
371,314,House Downpayment,780850,57.0,22.87,470.18,urban
1139,610,Gold,254456,529.0,178.8,15.86,rural
1419,577,Marriage,763144,842.0,307.58,29.2,student
583,324,Marriage,626968,259.0,99.28,79.16,rural
381,309,Emergency Fund,116317,72.0,32.55,57.57,urban
805,332,Bike,81149,473.0,207.0,6.06,student
1267,309,Education,186548,958.0,325.51,6.55,urban
1289,208,House Downpayment,777908,1081.0,372.41,23.55,student
1039,553,Education,342075,486.0,167.31,25.68,student
2482,2039,House Downpayment,1799694,443.0,167.87,141.95,student
984,823,House Downpayment,1398970,161.0,71.34,317.5,urban
1674,278,Education,473346,1396.0,633.04,12.03,urban
343,140,Education,289917,203.0,81.89,51.36,urban
874,641,House Downpayment,722772,233.0,80.2,100.76,urban
422,154,Education,123211,268.0,124.0,16.7,rural
791,505,Bike,132778,286.0,105.27,15.35,rural
543,136,Bike,149237,407.0,162.6,12.17,urban
1456,366,Bike,56190,1090.0,472.99,1.83,urban
410,258,House Downpayment,1236731,152.0,59.66,260.89,urban
755,304,Emergency Fund,84848,451.0,160.05,6.64,rural
794,217,Bike,137764,577.0,199.23,8.3,urban
722,233,House Downpayment,1510231,489.0,163.21,108.68,rural
838,422,Education,490113,416.0,141.09,38.51,rural
1765,1480,Education,381449,285.0,99.89,42.31,urban
518,234,Education,104830,284.0,103.99,12.29,rural
598,212,Emergency Fund,53992,386.0,177.85,4.61,student
1559,947,Marriage,313789,612.0,232.17,17.84,rural
1708,1076,House Downpayment,1775790,632.0,271.57,92.91,urban
1001,749,Gold,253848,252.0,105.3,35.46,rural
1476,1046,Gold,137401,430.0,185.69,10.7,urban
1164,215,Education,422242,949.0,342.92,16.18,rural
2315,1833,Marriage,754041,482.0,173.39,47.78,student
1638,148,Education,261066,1490.0,503.54,5.34,urban
544,294,Bike,86064,250.0,105.34,10.83,rural
2276,1970,Education,258233,306.0,131.36,29.8,student
773,337,Marriage,430125,436.0,173.25,31.43,rural
1087,277,Education,113887,810.0,263.49,4.87,rural
352,101,Marriage,370005,251.0,107.82,49.68,urban
577,463,Marriage,773290,114.0,36.48,225.52,rural
2104,768,Education,399558,1336.0,571.53,10.47,student
461,300,Education,454080,161.0,68.7,101.35,urban
1613,829,Marriage,469916,784.0,268.79,18.35,rural
956,310,Emergency Fund,135133,646.0,279.16,7.06,urban
1547,829,House Downpayment,1703969,718.0,261.69,84.27,rural
347,127,Bike,75915,220.0,75.59,10.54,rural
745,282,House Downpayment,964135,463.0,209.83,72.41,urban
1443,303,House Downpayment,962740,1140.0,411.6,30.21,urban
1857,1233,Emergency Fund,83444,624.0,230.89,4.73,urban
1244,684,Education,410443,560.0,232.46,25.05,rural
1012,500,Bike,98654,512.0,172.55,6.01,urban
768,165,Gold,230281,603.0,238.02,11.75,rural
1406,583,House Downpayment,1858024,823.0,380.71,81.09,rural
2055,162,Marriage,297691,1893.0,772.77,5.29,urban
1032,423,Gold,251534,609.0,204.43,12.54,urban
1506,627,Emergency Fund,144282,879.0,313.61,5.18,urban
2285,522,Marriage,507067,1763.0,679.56,8.86,student
2135,1758,Gold,211862,377.0,126.44,19.84,student
699,251,Emergency Fund,140269,448.0,146.85,11.02,student
605,426,Marriage,724554,179.0,84.35,138.11,rural
1942,233,House Downpayment,655465,1709.0,646.15,13.7,urban
327,258,Emergency Fund,86733,69.0,31.65,43.56,urban
1188,294,Marriage,228799,894.0,298.15,9.38,student
511,303,Marriage,278663,208.0,95.78,45.96,urban
612,192,Marriage,711155,420.0,171.79,61.03,rural
2165,1620,Marriage,240127,545.0,243.6,13.24,student
1132,207,Education,354364,925.0,375.68,12.79,rural
598,178,Education,127254,420.0,164.85,10.39,rural
1084,943,Education,225788,141.0,51.09,55.63,student
2422,1457,Emergency Fund,23533,965.0,330.91,0.85,urban
734,487,Emergency Fund,116187,247.0,87.31,17.15,student
2955,1572,House Downpayment,688193,1383.0,652.5,16.13,rural
559,132,Education,279887,427.0,175.09,23.41,student
1416,1039,Emergency Fund,57391,377.0,157.03,5.23,urban
2389,883,House Downpayment,646928,1506.0,663.51,12.95,student
1857,157,House Downpayment,1966179,1700.0,807.74,35.26,urban
859,613,House Downpayment,1125412,246.0,81.82,152.18,urban
580,110,House Downpayment,1336273,470.0,174.12,87.82,rural
901,669,Marriage,471520,232.0,76.28,69.71,student
1976,494,Education,312621,1482.0,518.64,6.37,student
585,175,Emergency Fund,62022,410.0,136.39,5.41,student
357,162,Gold,272134,195.0,83.3,46.74,urban
362,136,House Downpayment,513565,226.0,72.95,76.87,rural
1222,960,Bike,128807,262.0,118.65,16.94,rural
2284,1809,Education,431380,475.0,194.57,28.87,urban
1327,491,House Downpayment,791835,836.0,353.5,31.26,student
380,291,Education,378954,89.0,41.99,145.24,urban
455,313,Gold,92836,142.0,54.93,21.15,rural
2417,1613,Education,174636,804.0,270.58,7.93,student
475,419,Education,125809,56.0,20.98,81.44,rural
423,236,Gold,261577,187.0,83.56,45.27,rural
2403,1030,Gold,124836,1373.0,534.24,3.18,rural
1672,119,House Downpayment,1944967,1553.0,685.11,43.02,rural
323,209,Bike,128113,114.0,53.84,34.1,urban
1859,1038,Marriage,777110,821.0,297.09,33.49,student
596,230,Marriage,748418,366.0,154.93,69.82,rural
1671,556,Bike,61205,1115.0,415.21,1.95,rural
524,292,Gold,257425,232.0,101.59,34.7,rural
1089,747,Bike,118800,342.0,111.62,11.21,rural
1764,998,Emergency Fund,74457,766.0,247.52,3.31,urban
1985,572,Bike,78636,1413.0,600.3,1.88,student
461,136,Gold,101507,325.0,151.13,9.56,student
1477,109,Education,259312,1368.0,455.53,6.6,student
628,144,Gold,127472,484.0,192.48,8.66,rural
2399,1202,Emergency Fund,89351,1197.0,460.19,2.43,rural
