daily_income,income_stability,goal_type,goal_amount,daily_expense,profile_type,months_to_reach_goal,recommended_daily_saving,discipline_score
379.96,0.92,Emergency Fund,116473,157,rural,17.41,89.18,64
635.58,0.99,Education,483570,119,rural,31.2,206.63,96
231.77,0.77,Education,255044,136,student,88.77,38.31,38
308.1,0.65,Emergency Fund,100700,117,student,17.56,76.44,48
1441.6,0.85,Gold,189348,174,urban,4.98,507.04,89
488.4,0.66,Bike,85156,118,rural,7.66,148.16,60
1360.68,0.87,Gold,68187,85,urban,1.78,510.27,97
1249.28,0.64,House Downpayment,1062594,146,urban,32.1,441.31,67
241.5,0.69,Emergency Fund,142062,138,student,45.75,41.4,35
242.19,0.81,Bike,64753,129,student,19.07,45.28,45
2376.36,0.84,House Downpayment,541818,154,urban,8.13,888.94,94
986.98,0.61,Marriage,483597,147,urban,19.19,335.99,62
85.28,0.82,Emergency Fund,129512,96,student,,,5
214.2,0.68,Bike,140412,139,student,62.24,30.08,28
419.04,0.97,Bike,91697,136,rural,10.8,113.22,78
557.76,0.83,Bike,94683,159,rural,7.91,159.5,71
1025.95,0.85,House Downpayment,1825523,105,urban,66.07,368.38,91
220.32,0.68,Education,219261,130,rural,80.92,36.13,33
244.8,0.96,Gold,201244,113,student,50.9,52.72,62
258.4,0.8,Marriage,502649,93,student,101.3,66.16,61
686.0,0.98,Gold,299109,129,rural,17.9,222.8,95
193.8,0.95,Marriage,595827,136,student,343.61,23.12,34
263.07,0.79,Education,438428,166,rural,150.55,38.83,34
619.18,0.83,Gold,127215,149,rural,9.02,188.07,75
1050.9,0.93,Emergency Fund,78796,120,urban,2.82,372.36,98
1146.65,0.85,House Downpayment,1148968,130,urban,37.67,406.66,90
347.68,0.82,Emergency Fund,74934,89,rural,9.66,103.47,73
386.4,0.92,House Downpayment,1948679,93,rural,221.39,117.36,83
1322.1,0.9,Bike,68646,164,urban,1.98,463.24,94
304.85,0.67,Marriage,675881,91,student,105.35,85.54,56
2041.8,0.83,Education,208446,171,urban,3.71,748.32,91
1408.33,0.77,Marriage,305176,153,urban,8.1,502.13,82
581.44,0.92,Bike,50191,163,rural,4.0,167.38,79
462.0,0.66,Emergency Fund,85345,104,rural,7.95,143.2,61
712.8,0.99,Bike,104730,89,rural,5.6,249.52,100
661.64,0.68,Education,101088,119,urban,6.21,217.06,66
903.96,0.81,Emergency Fund,60935,107,urban,2.55,318.78,85
2419.2,0.9,Emergency Fund,113136,122,urban,1.64,918.88,100
148.2,0.65,Education,182818,131,student,354.3,6.88,9
318.32,0.92,House Downpayment,1210300,120,student,203.43,79.33,68
295.74,0.62,Education,254602,158,student,61.61,55.1,34
257.4,0.78,Education,348949,169,rural,131.58,35.36,32
1844.51,0.67,Gold,86994,110,urban,1.67,693.8,75
241.2,0.9,House Downpayment,1827508,163,student,778.99,31.28,35
185.92,0.83,Education,317503,141,student,235.61,17.97,24
459.36,0.72,Bike,95520,159,rural,10.6,120.14,56
458.24,0.64,Emergency Fund,139760,161,rural,15.67,118.9,49
1152.44,0.94,Emergency Fund,26836,133,urban,0.88,407.78,99
200.97,0.63,Emergency Fund,29959,119,rural,12.18,32.79,30
1201.5,0.9,Emergency Fund,79068,133,urban,2.47,427.4,96
286.08,0.64,Gold,182441,105,student,33.58,72.43,48
607.53,0.77,Marriage,546036,129,rural,38.04,191.41,72
270.04,0.86,Emergency Fund,77368,92,student,14.49,71.22,68
434.7,0.69,Bike,148573,138,rural,16.69,118.68,56
410.02,0.83,House Downpayment,1924273,125,rural,225.05,114.01,69
572.4,0.72,Education,380902,104,rural,27.11,187.36,70
629.85,0.85,Bike,106729,113,rural,6.88,206.74,83
917.01,0.69,Gold,237877,161,urban,10.49,302.4,68
1483.35,0.87,House Downpayment,1026829,150,urban,25.67,533.34,93
1570.96,0.73,House Downpayment,664724,153,urban,15.63,567.18,79
1389.66,0.69,Marriage,473263,122,urban,12.44,507.06,75
68.82,0.62,Bike,106372,117,student,,,5
1330.54,0.71,Gold,284017,109,urban,7.75,488.62,78
92.66,0.82,Gold,275971,127,student,,,5
96.56,0.71,Gold,52201,189,student,,,5
2197.84,0.83,Gold,217294,125,urban,3.49,829.14,93
1746.36,0.81,House Downpayment,709313,124,urban,14.57,648.94,90
323.95,0.95,Marriage,573199,103,rural,86.47,88.38,77
1703.61,0.69,Emergency Fund,53907,114,urban,1.13,635.84,77
395.52,0.96,Emergency Fund,90856,104,student,10.39,116.61,84
1458.0,0.75,Gold,56837,125,urban,1.42,533.2,82
454.48,0.92,Education,230892,152,rural,25.44,120.99,73
1233.1,0.95,Emergency Fund,41561,157,urban,1.29,430.44,99
168.0,0.75,Gold,40782,131,student,36.74,14.8,19
199.88,0.76,Education,138867,70,student,35.64,51.95,59
247.38,0.62,Marriage,779105,116,student,197.67,52.55,39
99.45,0.65,Marriage,516299,123,student,,,5
108.9,0.66,Emergency Fund,107716,139,student,,,5
739.78,0.94,House Downpayment,1316997,139,rural,73.07,240.31,91
2356.2,0.9,Marriage,518437,136,urban,7.78,888.08,100
1908.14,0.82,House Downpayment,1330687,94,urban,24.45,725.66,93
422.65,0.79,Gold,52616,157,rural,6.6,106.26,59
998.62,0.98,Emergency Fund,28358,121,urban,1.08,351.05,100
419.05,0.85,Bike,80231,150,student,9.94,107.62,65
592.28,0.68,Education,257063,104,urban,17.55,195.31,67
500.8,0.8,Gold,117740,184,rural,12.39,126.72,60
1694.7,0.63,Bike,116350,144,urban,2.5,620.28,69
1900.26,0.69,Emergency Fund,143535,139,urban,2.72,704.5,76
233.31,0.77,House Downpayment,1192801,72,rural,246.48,64.52,63
490.05,0.99,Emergency Fund,21028,142,student,2.01,139.22,84
832.04,0.62,Gold,153518,133,urban,7.32,279.62,62
148.4,0.7,Marriage,686718,105,student,527.43,17.36,24
288.6,0.65,Gold,266359,149,rural,63.6,55.84,37
1649.34,0.63,Education,259776,85,urban,5.54,625.74,71
964.8,0.8,Marriage,775221,144,urban,31.48,328.32,81
348.6,0.83,Gold,214335,163,student,38.49,74.24,53
188.76,0.66,Bike,142723,119,student,68.2,27.9,29
702.52,0.91,Marriage,736066,134,rural,43.16,227.41,88
521.86,0.97,Gold,254781,110,rural,20.62,164.74,91
612.92,0.77,Marriage,327686,125,rural,22.39,195.17,73
145.6,0.65,Emergency Fund,88797,131,student,202.73,5.84,7
274.12,0.89,Education,463265,126,student,104.25,59.25,57
185.65,0.79,Marriage,714653,148,student,632.72,15.06,19
264.11,0.77,Education,181500,96,student,35.99,67.24,58
251.12,0.73,Bike,80302,152,student,27.0,39.65,34
429.24,0.98,Bike,91779,122,rural,9.96,122.9,84
2397.85,0.85,Emergency Fund,83648,121,urban,1.22,910.74,96
437.12,0.64,House Downpayment,893569,106,rural,89.95,132.45,58
84.66,0.83,Emergency Fund,92747,123,student,,,5
2695.92,0.94,House Downpayment,1906222,150,urban,24.96,1018.37,100
580.56,0.82,House Downpayment,1717583,92,rural,117.19,195.42,82
1197.32,0.74,Bike,69054,136,urban,2.17,424.53,78
85.68,0.84,House Downpayment,647664,152,student,,,5
286.09,0.61,Gold,143112,143,student,33.34,57.24,36
259.12,0.82,Gold,114916,124,rural,28.35,54.05,51
265.6,0.83,Education,142709,94,student,27.72,68.64,64
1357.94,0.86,Emergency Fund,129638,131,urban,3.52,490.78,93
949.9,0.7,Marriage,434292,135,urban,17.76,325.96,72
1574.32,0.88,House Downpayment,1252316,201,urban,30.4,549.33,92
105.09,0.93,Gold,211025,108,student,,,5
1049.88,0.78,Emergency Fund,106769,131,urban,3.87,367.55,81
330.48,0.68,House Downpayment,550440,146,student,99.46,73.79,45
372.24,0.72,Gold,205106,143,rural,29.82,91.7,53
655.65,0.93,Education,135743,102,rural,8.17,221.46,94
1574.61,0.73,Bike,134239,117,urban,3.07,583.04,81
267.96,0.66,House Downpayment,1141406,109,student,239.35,63.58,46
310.25,0.85,House Downpayment,593328,114,rural,100.78,78.5,64
836.94,0.87,House Downpayment,1706962,151,urban,82.95,274.38,85
293.7,0.89,Gold,299970,105,rural,52.99,75.48,68
865.5,0.75,Gold,257506,101,urban,11.23,305.8,79
652.86,0.93,Emergency Fund,80220,98,rural,4.82,221.94,94
1810.7,0.95,Marriage,382844,113,urban,7.52,679.08,100
472.32,0.82,Emergency Fund,111648,82,rural,9.53,156.13,81
245.1,0.86,Gold,136639,133,student,40.63,44.84,47
1725.57,0.99,Bike,146572,167,urban,3.13,623.43,100
1673.1,0.66,House Downpayment,765307,140,urban,16.64,613.24,72
364.91,0.91,Emergency Fund,141664,107,rural,18.31,103.16,77
328.0,1.0,House Downpayment,553437,155,rural,106.64,69.2,63
641.9,0.7,House Downpayment,1441154,113,urban,90.83,211.56,69
461.3,0.7,House Downpayment,1779771,166,rural,200.9,118.12,53
255.36,0.96,Emergency Fund,130569,95,student,27.14,64.14,72
488.4,0.74,Bike,102696,132,rural,9.6,142.56,64
348.39,0.79,Marriage,674969,154,rural,115.74,77.76,52
1978.8,0.68,Marriage,336242,130,urban,6.06,739.52,76
1301.9,0.94,Marriage,230811,125,urban,6.54,470.76,100
329.4,0.61,Gold,234409,88,rural,32.37,96.56,53
2058.0,0.7,Marriage,708808,127,urban,12.24,772.4,78
203.45,0.65,House Downpayment,1266755,88,student,365.74,46.18,44
334.6,0.7,Gold,152966,74,rural,19.57,104.24,65
152.44,0.74,Emergency Fund,29505,179,student,,,5
1323.25,0.79,House Downpayment,1901816,91,urban,51.45,492.9,88
446.4,0.6,House Downpayment,1649075,112,rural,164.38,133.76,53
146.73,0.67,Bike,141692,168,student,,,5
1549.86,0.78,Bike,144691,118,urban,3.37,572.74,86
764.4,0.65,Emergency Fund,146131,148,urban,7.9,246.56,62
502.68,0.71,Gold,160955,166,rural,15.94,134.67,57
1495.15,0.85,Gold,140296,144,urban,3.46,540.46,92
547.76,0.82,Gold,243691,142,rural,20.02,162.3,72
1598.08,0.64,House Downpayment,692100,101,urban,15.41,598.83,71
927.99,0.63,House Downpayment,1855639,136,urban,78.1,316.8,64
1291.5,0.7,Bike,142392,126,urban,4.07,466.2,75
1193.01,0.91,Bike,67105,159,urban,2.16,413.6,94
435.0,0.75,Emergency Fund,79978,78,rural,7.47,142.8,73
393.66,0.81,House Downpayment,1665426,163,rural,240.68,92.26,56
1668.75,0.75,House Downpayment,1193659,87,urban,25.15,632.7,85
241.78,0.77,Emergency Fund,36965,146,rural,12.86,38.31,36
810.96,0.62,Education,307156,111,urban,14.63,279.98,64
83.3,0.7,Bike,102410,181,student,,,5
335.75,0.79,Gold,79754,127,rural,12.74,83.5,58
527.04,0.72,Marriage,361126,140,rural,31.1,154.82,63
303.88,0.71,Gold,57707,62,rural,7.95,96.75,67
531.25,0.85,House Downpayment,611023,130,rural,50.76,160.5,77
84.48,0.64,Emergency Fund,52087,140,student,,,5
1818.84,0.69,Bike,59683,119,urban,1.17,679.94,77
2236.92,0.84,Marriage,572874,143,urban,9.12,837.57,94
608.6,0.85,Marriage,580126,108,rural,38.63,200.24,83
199.98,0.66,Gold,89674,128,rural,41.53,28.79,28
624.96,0.93,Emergency Fund,120101,81,rural,7.36,217.58,97
408.03,0.87,Gold,42553,116,student,4.86,116.81,74
309.56,0.71,House Downpayment,1373531,162,rural,310.28,59.02,40
1517.04,0.98,House Downpayment,844929,133,urban,20.35,553.62,100
186.73,0.71,Emergency Fund,43011,137,student,28.83,19.89,22
117.66,0.74,Education,218072,184,student,,,5
1833.6,0.64,Marriage,485219,170,urban,9.72,665.44,69
1615.96,0.71,Education,267443,104,urban,5.9,604.78,79
1200.38,0.94,Education,115416,134,urban,3.61,426.55,100
460.35,0.93,Bike,130013,128,student,13.04,132.94,80
192.76,0.61,Emergency Fund,132473,151,student,105.74,16.7,15
2095.17,0.77,Education,242660,144,urban,4.15,780.47,86
2469.05,0.95,Emergency Fund,115186,163,urban,1.66,922.42,100
252.05,0.71,Emergency Fund,94870,146,rural,29.82,42.42,35
122.43,0.77,Education,285634,127,student,,,5
79.36,0.64,Marriage,261684,111,student,,,5
193.92,0.64,Emergency Fund,149332,159,rural,142.55,13.97,13
210.96,0.72,Bike,79321,157,student,49.0,21.58,22
157.52,0.88,Gold,107964,98,student,60.46,23.81,39
263.94,0.83,Education,118272,125,student,28.37,55.58,52
1932.62,0.71,Gold,218607,122,urban,4.02,724.25,79
2658.32,0.94,Emergency Fund,84523,140,urban,1.12,1007.33,100
122.36,0.76,Bike,132583,152,student,,,5
150.38,0.73,House Downpayment,1254135,105,student,921.21,18.15,26
899.5,0.7,Emergency Fund,39429,107,urban,1.66,317.0,74
2080.5,0.75,Emergency Fund,131534,178,urban,2.3,761.0,82
1373.14,0.71,Education,230103,148,urban,6.26,490.06,76
235.96,0.68,House Downpayment,1733975,162,rural,781.49,29.58,25
2051.28,0.77,Education,466622,142,urban,8.15,763.71,86
1530.78,0.62,Education,234897,131,urban,5.59,559.91,68
261.66,0.89,Bike,125261,149,student,37.06,45.06,45
583.49,0.83,Marriage,359479,173,rural,29.19,164.2,70
188.1,0.99,House Downpayment,842611,127,student,459.69,24.44,38
1246.63,0.77,Gold,201649,154,urban,6.15,437.05,80
2761.11,0.99,House Downpayment,517276,116,urban,6.52,1058.04,100
1698.6,0.76,House Downpayment,1946751,147,urban,41.82,620.64,83
587.59,0.67,Gold,271556,120,urban,19.36,187.04,63
1689.87,0.91,Marriage,242912,96,urban,5.08,637.55,100
167.68,0.64,Marriage,409579,164,student,3709.95,1.47,5
109.47,0.89,Marriage,233712,152,student,,,5
1650.66,0.61,House Downpayment,1913130,185,urban,43.51,586.26,64
381.3,0.93,Education,448529,84,rural,50.29,118.92,87
2706.26,0.94,House Downpayment,1622037,155,urban,21.19,1020.5,100
290.7,0.95,Education,347529,118,student,67.08,69.08,67
285.2,0.62,House Downpayment,1785442,198,student,682.51,34.88,22
1696.0,0.64,Bike,136999,106,urban,2.87,636.0,72
577.16,0.94,Emergency Fund,118355,148,rural,9.19,171.66,83
189.44,0.64,Bike,105592,108,student,43.22,32.58,33
593.4,0.86,Emergency Fund,119140,128,rural,8.53,186.16,80
376.65,0.93,House Downpayment,741712,141,student,104.92,94.26,69
467.04,0.84,House Downpayment,1135496,140,rural,115.73,130.82,70
1540.2,0.85,Education,474241,99,urban,10.97,576.48,95
237.3,0.7,Gold,149401,106,rural,37.93,52.52,46
455.01,0.87,House Downpayment,1790673,153,rural,197.64,120.8,69
952.54,0.97,Marriage,450685,162,urban,19.0,316.22,96
269.28,0.66,Emergency Fund,73460,155,rural,21.43,45.71,33
602.28,0.63,Emergency Fund,57352,107,urban,3.86,198.11,62
1852.2,0.98,Marriage,558696,162,urban,11.02,676.08,100
2091.52,0.76,House Downpayment,1964280,110,urban,33.04,792.61,86
1195.98,0.93,Marriage,680192,115,urban,20.97,432.39,100
377.46,0.81,Emergency Fund,91303,171,rural,14.74,82.58,53
1584.0,0.8,Gold,200446,149,urban,4.66,574.0,86
529.65,0.99,Marriage,218271,148,rural,19.06,152.66,85
391.23,0.81,House Downpayment,1437598,62,rural,145.55,131.69,81
537.34,0.67,Gold,93510,145,urban,7.94,156.94,58
415.36,0.64,Gold,106453,145,rural,13.12,108.14,49
526.14,0.79,Emergency Fund,34703,171,rural,3.26,142.06,63
429.0,0.78,Emergency Fund,111856,147,rural,13.22,112.8,61
717.32,0.79,Marriage,359791,79,urban,18.79,255.33,84
2095.2,0.8,Marriage,428994,159,urban,7.39,774.48,88
217.12,0.92,Education,434932,140,student,187.99,30.85,39
122.43,0.77,Marriage,659958,136,student,,,5
294.65,0.83,Marriage,710420,111,rural,128.94,73.46,62
77.72,0.67,Emergency Fund,48066,91,student,,,5
296.81,0.67,Education,302368,126,student,59.01,68.32,46
221.85,0.87,Marriage,746938,127,student,262.5,37.94,44
1519.4,0.71,Marriage,376627,122,urban,8.98,558.96,78
423.44,0.79,Marriage,296920,125,rural,33.16,119.38,66
2357.1,0.97,Marriage,396068,102,urban,5.85,902.04,100
283.56,0.68,House Downpayment,1618450,86,student,273.07,79.02,56
2224.8,0.8,Education,498456,101,urban,7.82,849.52,91
1051.56,0.92,Emergency Fund,59724,123,urban,2.14,371.42,97
125.1,0.9,Education,332598,130,student,,,5
502.36,0.76,Education,330918,164,rural,32.6,135.34,61
1369.07,0.79,Bike,140694,148,urban,3.84,488.43,84
1317.84,0.76,House Downpayment,1723284,172,urban,50.13,458.34,79
1007.95,0.95,Gold,223604,148,urban,8.67,343.98,97
239.12,0.98,Marriage,745778,93,student,170.13,58.45,71
2479.68,0.96,Gold,127886,135,urban,1.82,937.87,100
237.82,0.94,Emergency Fund,74467,121,student,21.25,46.73,55
155.8,0.82,Marriage,397734,88,student,195.54,27.12,42
551.74,0.98,Education,340398,94,rural,24.79,183.1,97
1763.2,0.76,Education,272268,164,urban,5.68,639.68,82
332.28,0.78,Bike,75169,92,rural,10.43,96.11,67
835.03,0.79,Marriage,623977,166,urban,31.09,267.61,75
560.19,0.71,Marriage,639530,145,rural,51.34,166.08,63
1723.8,0.65,Bike,110554,179,urban,2.39,617.92,69
2273.6,0.98,Gold,113251,163,urban,1.79,844.24,100
2007.16,0.76,Bike,104825,133,urban,1.86,749.66,85
1979.18,0.67,Gold,229477,140,urban,4.16,735.67,74
2060.66,0.82,House Downpayment,976691,139,urban,16.94,768.66,91
1877.25,0.75,Emergency Fund,53071,168,urban,1.03,683.7,81
355.3,0.85,Bike,149552,116,rural,20.83,95.72,68
318.5,0.91,House Downpayment,951543,128,rural,166.5,76.2,65
363.09,0.91,Bike,149561,156,student,24.07,82.84,62
1978.02,0.99,Gold,49066,122,urban,0.88,742.41,100
262.26,0.62,Gold,64821,137,rural,17.25,50.1,35
388.74,0.93,Marriage,751048,162,student,110.41,90.7,65
1011.78,0.99,Marriage,696401,178,urban,27.84,333.51,97
635.95,0.79,Gold,195593,100,urban,12.16,214.38,79
2032.78,0.82,Gold,168534,121,urban,2.94,764.71,92
195.36,0.74,Marriage,353398,118,student,152.27,30.94,35
326.37,0.69,Gold,201125,150,student,38.01,70.55,44
372.84,0.78,Marriage,325706,95,student,39.08,111.14,69
366.03,0.63,Marriage,472017,147,rural,71.83,87.61,45
1817.6,0.8,Marriage,273237,172,urban,5.53,658.24,86
1932.0,1.0,House Downpayment,1547580,152,urban,28.98,712.0,100
317.59,0.91,Bike,53260,117,student,8.85,80.24,68
309.4,0.85,Marriage,468384,87,student,70.2,88.96,73
403.92,0.88,Gold,118862,87,rural,12.5,126.77,82
303.78,0.83,Marriage,609140,139,student,123.22,65.91,54
96.8,0.88,House Downpayment,908226,159,student,,,5
475.2,0.88,Bike,65688,108,rural,5.96,146.88,81
298.77,0.69,Emergency Fund,106991,85,student,16.68,85.51,59
368.93,0.79,Emergency Fund,62038,107,rural,7.89,104.77,67
147.84,0.64,Gold,71771,147,student,2848.06,0.34,5
93.44,0.64,Marriage,728320,119,student,,,5
149.04,0.81,Education,110164,124,student,146.65,10.02,16
168.63,0.77,Education,312236,189,student,,,5
236.88,0.72,Emergency Fund,112255,142,student,39.44,37.95,34
2243.78,0.77,Marriage,794913,139,urban,12.59,841.91,86
711.11,0.89,Emergency Fund,64621,110,rural,3.58,240.44,90
378.9,0.9,Education,154480,101,student,18.53,111.16,79
384.71,0.73,House Downpayment,802647,115,rural,99.2,107.88,61
680.68,0.91,Education,222767,110,rural,13.01,228.27,91
297.22,0.77,Marriage,434830,159,rural,104.86,55.29,42
401.94,0.63,Education,108277,130,rural,13.27,108.78,51
1856.9,0.62,House Downpayment,1760259,175,urban,34.89,672.76,67
586.8,0.9,Education,367157,123,rural,26.39,185.52,85
105.82,0.74,Gold,262059,106,student,,,5
276.43,0.77,Bike,148005,112,student,30.0,65.77,54
372.48,0.96,Marriage,686475,130,rural,94.37,96.99,74
2178.75,0.83,Education,177447,118,urban,2.87,824.3,94
347.62,0.91,Gold,154537,151,rural,26.2,78.65,61
278.13,0.73,House Downpayment,1996523,162,student,573.07,46.45,36
103.66,0.73,House Downpayment,512223,78,student,665.4,10.26,21
261.97,0.67,House Downpayment,1498108,156,student,471.24,42.39,32
310.78,0.82,Emergency Fund,82043,106,rural,13.35,81.91,64
488.95,0.77,Gold,186932,110,rural,16.44,151.58,71
1595.27,0.67,Marriage,278873,104,urban,6.23,596.51,75
376.2,0.99,Marriage,552163,109,rural,68.88,106.88,84
316.66,0.71,Emergency Fund,37757,136,rural,6.97,72.26,48
378.28,0.98,Bike,140879,74,student,15.43,121.71,94
558.44,0.92,Gold,152566,95,rural,10.97,185.38,91
1502.9,0.95,House Downpayment,1286504,157,urban,31.86,538.36,100
171.39,0.87,Marriage,552467,151,student,903.17,8.16,12
300.96,0.66,Emergency Fund,47608,129,student,9.23,68.78,45
1291.65,0.79,Bike,146085,90,urban,4.05,480.66,88
958.65,0.83,Emergency Fund,110898,147,urban,4.55,324.66,84
85.12,0.76,Bike,137971,146,student,,,5
465.06,0.69,Bike,130643,119,rural,12.58,138.42,61
1124.7,0.69,Gold,172166,142,urban,5.84,393.08,72
478.85,0.61,Gold,265478,170,rural,28.65,123.54,47
346.02,0.73,Emergency Fund,90417,185,student,18.72,64.41,40
1684.0,1.0,Marriage,350391,141,urban,7.57,617.2,100
1122.3,0.87,Marriage,461445,134,urban,15.56,395.32,91
1876.68,0.78,Bike,53994,118,urban,1.02,703.47,87
250.98,0.89,Emergency Fund,127425,132,student,35.7,47.59,50
310.47,0.79,Gold,258182,114,rural,43.8,78.59,59
1751.57,0.71,Emergency Fund,137933,150,urban,2.87,640.63,77
293.02,0.91,Education,367478,151,student,86.25,56.81,52
497.26,0.94,Marriage,562600,158,rural,55.28,135.7,76
861.18,0.62,Education,212719,179,urban,10.39,272.87,58
116.64,0.72,Marriage,434552,122,student,,,5
264.81,0.97,Emergency Fund,91363,122,student,21.33,57.12,62
262.26,0.94,Gold,174430,130,student,43.96,52.9,56
681.85,0.65,Bike,145240,154,urban,9.17,211.14,60
2189.88,0.99,Bike,56433,65,urban,0.89,849.95,100
983.64,0.84,Emergency Fund,52026,107,urban,1.98,350.66,89
121.94,0.67,House Downpayment,753134,97,student,1006.59,9.98,16
944.84,0.79,Marriage,461800,81,urban,17.82,345.54,86
506.52,0.84,Education,446592,99,rural,36.53,163.01,81
82.84,0.76,Emergency Fund,85916,131,student,,,5
132.8,0.8,Bike,55779,131,student,1032.94,0.72,5
875.7,0.63,Education,212673,155,urban,9.84,288.28,62
590.31,0.63,Marriage,465765,142,urban,34.63,179.32,57
208.8,0.8,Marriage,358545,122,student,137.69,34.72,39
1333.46,0.61,Marriage,662744,177,urban,19.1,462.58,63
1643.05,0.85,Education,171341,106,urban,3.72,614.82,95
1619.28,0.78,Bike,109950,157,urban,2.51,584.91,84
1345.9,0.86,House Downpayment,949302,142,urban,26.28,481.56,92
301.76,0.82,Education,265594,74,student,38.87,91.1,74
399.04,0.86,Education,375709,165,student,53.51,93.62,60
2032.29,0.81,House Downpayment,643273,134,urban,11.3,759.32,90
484.88,0.76,Emergency Fund,133047,168,rural,14.0,126.75,59
286.12,0.92,Education,264269,106,rural,48.91,72.05,69
606.51,0.69,Marriage,692919,139,urban,49.4,187.0,63
222.0,0.74,Marriage,405633,98,student,109.04,49.6,49
787.5,0.63,House Downpayment,1829146,124,urban,91.89,265.4,63
171.52,0.67,Education,456219,98,student,206.85,29.41,34
